status,state,city,street,last_checked,longitude,latitude,scraped_datetime
inactive,NY,New York,160 Broadway,7/11/2021 4:57,-74.010086,40.709438,9/22/2022 17:00
inactive,NY,New York,167 Chambers St (303 Greenwich St),7/11/2021 4:57,-74.010736,40.716366,9/22/2022 17:00
inactive,NY,New York,262 Canal St,7/11/2021 4:57,-74.001052,40.718587,9/22/2022 17:00
inactive,NY,New York,213 Madison Street,1/5/2021 5:57,-73.989226,40.712839,9/22/2022 17:00
broken,NY,New York,114 Delancey St,9/22/2022 14:05,-73.988281,40.71883,9/22/2022 17:00
working,NY,New York,208 Varick St,9/22/2022 14:05,-74.00509,40.728794,9/22/2022 17:00
inactive,NY,New York,136 W 3rd St,8/18/2022 6:16,-74.001076,40.730804,9/22/2022 17:00
working,NY,New York,724 Broadway,9/22/2022 14:04,-73.993408,40.729197,9/22/2022 17:00
working,NY,New York,102 1st Ave,9/22/2022 14:05,-73.985855,40.726555,9/22/2022 17:00
working,NY,Brooklyn,82 Court St,9/22/2022 14:05,-73.991692,40.691383,9/22/2022 17:00
working,NY,New York,404 E 14th St,9/22/2022 14:04,-73.982277,40.731014,9/22/2022 17:00
working,NY,New York,541 6th Ave,9/22/2022 14:04,-73.996726,40.737864,9/22/2022 17:00
inactive,NY,Brooklyn,420 Fulton St,9/3/2022 5:00,-73.986206,40.690838,9/22/2022 17:00
broken,NY,New York,39 Union Square W,9/22/2022 14:05,-73.990517,40.736977,9/22/2022 17:00
broken,NJ,Jersey City,30 Mall Dr W,9/22/2022 14:04,-74.0387,40.726501,9/22/2022 17:00
broken,NJ,Jersey City,325 Grove St,9/22/2022 14:04,-74.043057,40.719843,9/22/2022 17:00
broken,NY,Brooklyn,395 Flatbush Ave Exten,9/22/2022 14:04,-73.98067,40.688963,9/22/2022 17:00
working,NY,New York,686 6th Ave,9/22/2022 14:05,-73.993286,40.741928,9/22/2022 17:00
working,NY,New York,26 E 23rd St,9/22/2022 14:04,-73.987856,40.740654,9/22/2022 17:00
broken,NY,New York,336 E 23rd St,9/22/2022 14:04,-73.979165,40.736945,9/22/2022 17:00
working,NJ,Jersey City,197 12th St,9/22/2022 14:04,-74.0426,40.729858,9/22/2022 17:00
working,NJ,Hoboken,234 Washington St,9/22/2022 14:05,-74.030396,40.739906,9/22/2022 17:00
working,NY,New York,401 Park Ave S,9/22/2022 14:04,-73.98393,40.743156,9/22/2022 17:00
broken,NY,Manhattan,809/811 6th Ave/28th,9/22/2022 14:04,-73.990845,40.745995,9/22/2022 17:00
working,NY,Manhattan,335 8th Ave,9/22/2022 14:04,-73.997088,40.747569,9/22/2022 17:00
working,NY,Brooklyn,267 Broadway,9/22/2022 14:05,-73.959017,40.70893,9/22/2022 17:00
broken,NJ,Jersey City,428 Grand St,9/22/2022 14:04,-74.053314,40.717419,9/22/2022 17:00
broken,NY,New York,480 3rd Ave,9/22/2022 14:04,-73.978949,40.744904,9/22/2022 17:00
working,NY,New York,429 7th Ave,9/22/2022 14:04,-73.990724,40.750544,9/22/2022 17:00
working,NY,Brooklyn,357 Hamilton Ave,9/22/2022 14:05,-73.999161,40.673519,9/22/2022 17:00
broken,NY,New York,151 West 34th Street,9/22/2022 14:04,-73.989538,40.750779,9/22/2022 17:00
broken,NY,New York,972 6th Ave,9/22/2022 14:04,-73.986819,40.750816,9/22/2022 17:00
working,NY,Manhattan,490 8th Ave,9/22/2022 14:04,-73.993004,40.75251,9/22/2022 17:00
working,NY,Brooklyn,904 Manhattan Ave,9/22/2022 14:05,-73.954109,40.730389,9/22/2022 17:00
working,NY,Brooklyn,840 Atlantic Ave,9/22/2022 14:04,-73.966927,40.681351,9/22/2022 17:00
working,NY,New York,556 7th Ave,9/22/2022 14:04,-73.988188,40.754673,9/22/2022 17:00
working,NY,New York,18 E 42nd St,9/22/2022 14:04,-73.98028,40.753042,9/22/2022 17:00
working,NY,Brooklyn,289 9th St,9/22/2022 14:05,-73.986854,40.669625,9/22/2022 17:00
working,NJ,Jersey City,260 Central Ave,9/22/2022 14:04,-74.05078,40.743783,9/22/2022 17:00
broken,NY,New York,688 8th Ave Frnt 1,9/22/2022 14:04,-73.988945,40.758118,9/22/2022 17:00
broken,NY,New York,1528 Broadway,9/22/2022 14:04,-73.985452,40.757385,9/22/2022 17:00
broken,NY,Brooklyn,741 Grand St,9/22/2022 14:05,-73.943154,40.711849,9/22/2022 17:00
broken,NJ,Jersey City,2873 John F Kennedy Blvd,9/22/2022 14:04,-74.06469,40.731762,9/22/2022 17:00
working,NY,Manhattan,14 E 47th St,9/22/2022 14:04,-73.977799,40.756223,9/22/2022 17:00
working,NY,New York,1188 6th Ave,9/22/2022 14:04,-73.98185,40.757629,9/22/2022 17:00
broken,NY,Brooklyn,700 Broadway,9/22/2022 14:05,-73.943489,40.701332,9/22/2022 17:00
working,NY,Brooklyn,652 Meeker Ave,9/22/2022 14:04,-73.940483,40.72208,9/22/2022 17:00
working,NY,New York,824 3rd Avenue 50th St,9/22/2022 14:04,-73.970751,40.756163,9/22/2022 17:00
broken,NY,Manhattan,1651 Broadway,9/22/2022 14:04,-73.983757,40.762244,9/22/2022 17:00
broken,NJ,Jersey City,737 Secaucus Rd,9/22/2022 14:05,-74.044594,40.756408,9/22/2022 17:00
working,NY,Brooklyn,1275 Fulton Steet,9/22/2022 14:04,-73.95034,40.680573,9/22/2022 17:00
working,NJ,Jersey City,390 Martin Luther King Drive,9/22/2022 14:04,-74.078182,40.711435,9/22/2022 17:00
broken,NY,New York,946 8th Ave,9/22/2022 14:04,-73.983273,40.765877,9/22/2022 17:00
broken,NY,New York,966 3rd Ave,9/22/2022 14:05,-73.967323,40.760838,9/22/2022 17:00
working,NY,Brooklyn,968 4th Ave,9/22/2022 14:04,-74.005402,40.653751,9/22/2022 17:00
working,NY,Brooklyn,1531 Fulton St,9/22/2022 14:04,-73.940102,40.680096,9/22/2022 17:00
working,NY,Brooklyn,57 Empire Blvd,9/22/2022 14:04,-73.959984,40.663731,9/22/2022 17:00
working,NJ,Jersey City,891 Cummunipaw Ave,9/22/2022 14:05,-74.084831,40.722092,9/22/2022 17:00
working,NY,New York,1286 1st Ave,9/22/2022 14:04,-73.957161,40.765888,9/22/2022 17:00
working,NJ,Union City,3215 Kennedy Blvd,9/22/2022 14:04,-74.031746,40.77544,9/22/2022 17:00
working,NY,Brooklyn,428 Knickerbocker Ave,9/22/2022 14:04,-73.919655,40.699417,9/22/2022 17:00
working,NY,Brooklyn,180 Parkside Ave,9/22/2022 14:05,-73.96169,40.654762,9/22/2022 17:00
working,NY,Long Island City,33-80 Queens Blvd,9/22/2022 14:04,-73.926903,40.74366,9/22/2022 17:00
broken,NY,New York,2049 Broadway,9/22/2022 14:04,-73.982472,40.777901,9/22/2022 17:00
working,NY,Brooklyn,1380 Broadway,9/22/2022 14:04,-73.921887,40.689106,9/22/2022 17:00
inactive,NY,Brooklyn,5121 5th Ave,8/29/2022 5:22,-74.011246,40.644005,9/22/2022 17:00
working,NY,Brooklyn,3525 Fort Hamilton Pky,9/22/2022 14:04,-73.987686,40.644569,9/22/2022 17:00
working,NY,Brooklyn,1133 Eastern Parkway,9/22/2022 14:04,-73.930779,40.669163,9/22/2022 17:00
working,NY,Brooklyn,1883 Atlantic Avenue,9/22/2022 14:04,-73.922554,40.677324,9/22/2022 17:00
inactive,NY,Ridgewood,54-29 Metropolitan Ave,7/10/2021 16:31,-73.909698,40.713337,9/22/2022 17:00
inactive,NJ,West New York,5400 Bergenline Ave,7/10/2021 16:31,-74.018883,40.785122,9/22/2022 17:00
inactive,NY,Ridgewood,54-04 Myrtle Ave,7/10/2021 16:31,-73.910468,40.699519,9/22/2022 17:00
inactive,NY,Brooklyn,943 Flatbush Ave,7/10/2021 16:31,-73.958168,40.648705,9/22/2022 17:00
working,NJ,Bayonne,157 W 63rd St,9/22/2022 14:04,-74.102867,40.694359,9/22/2022 17:00
working,NY,New York,1499 3rd Ave,9/22/2022 14:03,-73.954515,40.777789,9/22/2022 17:00
working,NY,Maspeth,59-60 55th Road,9/22/2022 14:04,-73.9067,40.726299,9/22/2022 17:00
working,NY,Long Island City,3255 31st St,9/22/2022 14:04,-73.926186,40.760616,9/22/2022 17:00
working,NY,Long Island City,3146 21st St,9/22/2022 14:04,-73.930984,40.766312,9/22/2022 17:00
working,NY,Brooklyn,701 Utica Ave,9/22/2022 14:03,-73.930542,40.656101,9/22/2022 17:00
working,NY,Brooklyn,7124 3rd Ave,9/22/2022 14:04,-74.027039,40.633682,9/22/2022 17:00
working,NY,Astoria,31-67 Steinway St,9/22/2022 14:04,-73.918343,40.759495,9/22/2022 17:00
working,NY,Brooklyn,880 Coney Island Avenue,9/22/2022 14:04,-73.968124,40.635811,9/22/2022 17:00
working,NY,Brooklyn,1642 Pitkin Ave,9/22/2022 14:03,-73.912406,40.669307,9/22/2022 17:00
working,NY,Woodside,51-35 Northern Blvd,9/22/2022 14:04,-73.908358,40.75348,9/22/2022 17:00
working,NY,New York,1871 2nd Ave,9/22/2022 14:04,-73.947028,40.784657,9/22/2022 17:00
working,NJ,Secaucus,400 Park Place,9/22/2022 14:04,-74.042412,40.792986,9/22/2022 17:00
working,NY,New York,2549 Broadway,9/22/2022 14:03,-73.972343,40.794389,9/22/2022 17:00
broken,NY,Brooklyn,5707-13 Church Ave,9/22/2022 14:04,-73.923203,40.652718,9/22/2022 17:00
working,NY,Brooklyn,15 Jamaica Ave,9/22/2022 14:04,-73.897746,40.677548,9/22/2022 17:00
working,NY,New York,1872 3rd Ave,9/22/2022 14:04,-73.946077,40.789984,9/22/2022 17:00
working,NY,Brooklyn,2154 Nostrand Ave,9/22/2022 14:03,-73.947781,40.632336,9/22/2022 17:00
broken,NY,New York,2726 Broadway,9/22/2022 14:04,-73.967846,40.800014,9/22/2022 17:00
broken,NY,Brooklyn,430 86th St,9/22/2022 14:04,-74.027731,40.622159,9/22/2022 17:00
working,NY,New York,5804 Claredon Rd,9/22/2022 14:04,-73.9217,40.644669,9/22/2022 17:00
working,NJ,North Bergen,8101 Tonnelle Ave,9/22/2022 14:03,-74.016922,40.806927,9/22/2022 17:00
working,NY,Astoria,22 50 31st St,9/22/2022 14:04,-73.912183,40.77512,9/22/2022 17:00
working,NY,Brooklyn,2800 Atlantic Ave,9/22/2022 14:04,-73.890678,40.676235,9/22/2022 17:00
working,NY,Glendale,70-02 Cooper Ave,9/22/2022 14:04,-73.880272,40.701706,9/22/2022 17:00
working,NY,Elmhurst,80-03 Queens Blvd,9/22/2022 14:03,-73.883179,40.738327,9/22/2022 17:00
working,NJ,Bayonne,537 Broadway,9/22/2022 14:04,-74.11721,40.665562,9/22/2022 17:00
broken,NY,Staten Island,501 Bay St,9/22/2022 14:04,-74.076324,40.629929,9/22/2022 17:00
working,NY,Jackson Heights,37-59 82nd St,9/22/2022 14:04,-73.883865,40.748062,9/22/2022 17:00
broken,NY,New York,2142 3rd Ave,9/22/2022 14:03,-73.939789,40.798618,9/22/2022 17:00
broken,NY,Brooklyn,1656 Utica Ave,9/22/2022 14:04,-73.92865,40.63208,9/22/2022 17:00
working,NY,Brooklyn,6620 Bay Pky,9/22/2022 14:04,-73.982658,40.612892,9/22/2022 17:00
working,NY,Brooklyn,3143 Atlantic Ave,9/22/2022 14:04,-73.879116,40.679871,9/22/2022 17:00
broken,NJ,Edgewater,River Road,9/22/2022 14:03,-73.983818,40.813576,9/22/2022 17:00
working,NY,Brooklyn,819 Pennsylvania Ave,9/22/2022 14:04,-73.889664,40.657864,9/22/2022 17:00
working,NY,Brooklyn,7602 Flatlands Ave,9/22/2022 14:04,-73.915535,40.633762,9/22/2022 17:00
broken,NY,Brooklyn,1467 Rockaway Pky,9/22/2022 14:04,-73.90126,40.644558,9/22/2022 17:00
working,NY,New York,148 W 125th Street,9/22/2022 14:03,-73.947756,40.808569,9/22/2022 17:00
inactive,NY,New York,125th St & Lexington Ave,10/24/2021 8:17,-73.937147,40.80447,9/22/2022 17:00
inactive,NY,New York,354 W 125th St,9/22/2022 14:04,-73.953039,40.81078,9/22/2022 17:00
working,NJ,Fairview,289 Bergen Blvd,9/22/2022 14:04,-74.001562,40.818687,9/22/2022 17:00
broken,NY,East Elmhurst,88-05 Astoria Blvd,9/22/2022 14:03,-73.880943,40.764374,9/22/2022 17:00
working,NY,Brooklyn,1983 86th St,9/22/2022 14:03,-73.99826,40.604786,9/22/2022 17:00
working,NY,Corona,37-19 Junction Blvd,9/22/2022 14:04,-73.870372,40.751065,9/22/2022 17:00
broken,NY,New York,444 Lenox Ave,9/22/2022 14:04,-73.94178,40.812233,9/22/2022 17:00
broken,NY,Bronx,85 Bruckner Blvd,9/22/2022 14:03,-73.925667,40.80632,9/22/2022 17:00
working,NY,Brooklyn,2240 Flatbush Ave,9/22/2022 14:03,-73.92897,40.615036,9/22/2022 17:00
working,NY,Brooklyn,2413 86th Street,9/22/2022 14:04,-73.989006,40.599335,9/22/2022 17:00
working,NY,Ozone Park,75-50 101st Ave-Queens,9/22/2022 14:04,-73.861717,40.679531,9/22/2022 17:00
inactive,NY,Corona,40-12 National St,9/22/2022 14:03,-73.863008,40.749525,9/22/2022 17:00
working,NY,Forest Hills,98-01 Metropolitan Ave,9/22/2022 14:03,-73.854439,40.711269,9/22/2022 17:00
working,NY,New York,139th & Adam Clayton Powell,9/22/2022 14:04,-73.94136,40.817932,9/22/2022 17:00
inactive,NY,New York,3410 Broadway 138th St,6/30/2022 3:49,-73.953332,40.822008,9/22/2022 17:00
working,NJ,Newark,148 Ferry St,9/22/2022 14:03,-74.158821,40.72956,9/22/2022 17:00
working,NY,Woodhaven,91-01 Jamaica Avenue,9/22/2022 14:03,-73.853741,40.693196,9/22/2022 17:00
working,NY,Staten Island,803 Forest Ave,9/22/2022 14:04,-74.115868,40.629318,9/22/2022 17:00
working,NY,Brooklyn,2797 Linden Blvd,9/22/2022 14:04,-73.860352,40.670147,9/22/2022 17:00
working,NY,Brooklyn,2028 Rockaway Pky,9/22/2022 14:03,-73.889877,40.633153,9/22/2022 17:00
working,NY,Brooklyn,2410 Coney Island Ave,9/22/2022 14:03,-73.961494,40.598076,9/22/2022 17:00
broken,NY,New York,3543-49 Broadway,9/22/2022 14:04,-73.95063,40.826694,9/22/2022 17:00
working,NJ,Newark,7944 Penn Station,9/22/2022 14:04,-74.164231,40.734896,9/22/2022 17:00
working,NY,Forest Hills,106-15 71st Ave,9/22/2022 14:03,-73.8451,40.719994,9/22/2022 17:00
working,NY,Bronx,279 E 149th St,9/22/2022 14:03,-73.922245,40.81743,9/22/2022 17:00
working,NY,Bronx,597-99 Grand Concourse,9/22/2022 14:04,-73.927055,40.819809,9/22/2022 17:00
working,NY,Bronx,2870 3rd Ave,9/22/2022 14:04,-73.917053,40.816261,9/22/2022 17:00
working,NY,Brooklyn,35-40 Nostrand Ave,9/22/2022 14:03,-73.941605,40.597485,9/22/2022 17:00
working,NJ,Newark,561-575 Mccarter Hwy,9/22/2022 14:03,-74.173218,40.726685,9/22/2022 17:00
inactive,NJ,Newark,772 Broad St,6/16/2022 7:03,-74.171631,40.735973,9/22/2022 17:00
working,NY,Bronx,51-67 161st St,9/22/2022 14:04,-73.92535,40.827963,9/22/2022 17:00
broken,NY,New York,3809 Broadway,9/22/2022 14:03,-73.944335,40.835319,9/22/2022 17:00
working,NJ,Newark,621-635 Broadway,9/22/2022 14:03,-74.161499,40.771854,9/22/2022 17:00
working,NY,New York,839 Westche Ster Avenue,9/22/2022 14:03,-73.901987,40.819665,9/22/2022 17:00
inactive,NY,Queens,120-34 Queens Blvd,6/10/2022 22:08,-73.829102,40.713238,9/22/2022 17:00
working,NJ,Newark,101-115 Clinton Ave,9/22/2022 14:03,-74.182365,40.725586,9/22/2022 17:00
working,NY,Bronx,3279 3rd Avenue,9/22/2022 14:03,-73.908607,40.825195,9/22/2022 17:00
broken,NY,Bronx,875 Garrison Ave,9/22/2022 14:03,-73.892563,40.816971,9/22/2022 17:00
working,NY,Brooklyn,606 Neptune Ave,9/22/2022 14:03,-73.975105,40.579582,9/22/2022 17:00
broken,NY,Brooklyn,1403 Mermaid Avenue,9/22/2022 14:03,-73.981818,40.577218,9/22/2022 17:00
working,NY,Howard Beach,159-40 Cross Bay Blvd,9/22/2022 14:03,-73.839958,40.657803,9/22/2022 17:00
working,NY,Bronx,925 Hunts Point Blvd,9/22/2022 14:03,-73.890866,40.820564,9/22/2022 17:00
working,NY,Bronx,86 E 167th St,9/22/2022 14:03,-73.919899,40.835136,9/22/2022 17:00
working,NY,New York,4040 Broadway,9/22/2022 14:03,-73.938972,40.842594,9/22/2022 17:00
working,NY,Staten Island,1815 Forest Ave,9/22/2022 14:03,-74.149345,40.625507,9/22/2022 17:00
working,NJ,Belleville,663 Washington Ave,9/22/2022 14:03,-74.146324,40.803307,9/22/2022 17:00
working,NJ,Newark,188 Springfield Avenue,9/22/2022 14:03,-74.187977,40.734898,9/22/2022 17:00
broken,NY,South Richmond Hill,119-05 Liberty Ave,9/22/2022 14:03,-73.823948,40.686474,9/22/2022 17:00
broken,NY,Flushing,40-18 Main Street,9/22/2022 14:03,-73.830133,40.759056,9/22/2022 17:00
working,NY,Flushing,3001 Stratton St,9/22/2022 14:03,-73.834373,40.770061,9/22/2022 17:00
working,NJ,Newark,334 W Market St,9/22/2022 14:03,-74.1903,40.745361,9/22/2022 17:00
working,NY,Bronx,101 E 170th St,9/22/2022 14:03,-73.915492,40.839544,9/22/2022 17:00
working,NJ,Little Ferry,319 Route 46 East,9/22/2022 14:03,-74.044548,40.854877,9/22/2022 17:00
working,NY,Jamaica,138-32 Jamiaca Ave,9/22/2022 14:03,-73.814293,40.702316,9/22/2022 17:00
working,NJ,Elizabeth,819-835 North Ave,9/22/2022 14:03,-74.191902,40.675579,9/22/2022 17:00
working,NJ,Fort Lee,2152 Lemoine Avenue,9/22/2022 14:03,-73.966698,40.85582,9/22/2022 17:00
working,NY,New York,4259 Broadway,9/22/2022 14:03,-73.936035,40.850094,9/22/2022 17:00
working,NY,Flushing,72-69 Kissena Blvd,9/22/2022 14:03,-73.812401,40.727467,9/22/2022 17:00
inactive,NY,Bronx,1600 Bruckner Blvd,7/10/2021 16:37,-73.874687,40.82338,9/22/2022 17:00
inactive,NY,Bronx,1 W Mount Eden Ave,7/10/2021 16:35,-73.914978,40.844677,9/22/2022 17:00
inactive,NY,Bronx,1625 Webster Ave,7/10/2021 16:37,-73.904701,40.841805,9/22/2022 17:00
inactive,NY,College Point,138-11 20th Ave,7/10/2021 16:36,-73.829987,40.782024,9/22/2022 17:00
working,NJ,Newark,872-934 Frelinghuysen,9/22/2022 14:03,-74.202286,40.690105,9/22/2022 17:00
working,NY,Bronx,1600 Boston Rd,9/22/2022 14:02,-73.890648,40.835464,9/22/2022 17:00
working,NY,Bronx,1540 Westchester Ave,9/22/2022 14:02,-73.878052,40.82851,9/22/2022 17:00
working,NJ,Belleville,173 Franklin Street,9/22/2022 14:02,-74.182995,40.782503,9/22/2022 17:00
working,NY,Bronx,1745 University Ave,9/22/2022 14:03,-73.916202,40.850258,9/22/2022 17:00
working,NY,Staten Island,2154 Hylan Blvd,9/22/2022 14:02,-74.102158,40.577595,9/22/2022 17:00
working,NJ,Hasbrouck Heights,329 Rte 17 South,9/22/2022 14:02,-74.066742,40.861137,9/22/2022 17:00
working,NY,Jamaica,159-01 Jamaica Avenue,9/22/2022 14:02,-73.800079,40.703579,9/22/2022 17:00
working,NY,Bronx,1865 Bruckner Blvd,9/22/2022 14:03,-73.861679,40.826378,9/22/2022 17:00
working,NY,Bronx,599 E Tremont Ave,9/22/2022 14:02,-73.893456,40.846584,9/22/2022 17:00
working,NY,Staten Island,1660 Richmond Ave,9/22/2022 14:02,-74.162811,40.607758,9/22/2022 17:00
working,NY,Bronx,2065 Jerome Ave,9/22/2022 14:02,-73.907288,40.854321,9/22/2022 17:00
working,NY,Bronx,1101 E Tremont Ave,9/22/2022 14:03,-73.876884,40.840401,9/22/2022 17:00
working,NJ,Irvington,783 Springfield Ave,9/22/2022 14:02,-74.218002,40.728542,9/22/2022 17:00
working,NY,Jamaica,114-01 Sutphin Blvd,9/22/2022 14:02,-73.793312,40.686165,9/22/2022 17:00
working,NY,Manhattan,208 Dyckman St,9/22/2022 14:02,-73.927202,40.86508,9/22/2022 17:00
broken,NY,Bronx,1982 Westchester Avenue,9/22/2022 14:03,-73.858545,40.833219,9/22/2022 17:00
working,NJ,East Orange,375-379 Central,9/22/2022 14:02,-74.21701,40.755833,9/22/2022 17:00
working,NJ,Elizabeth,33 Broad St,9/22/2022 14:02,-74.214722,40.663181,9/22/2022 17:00
broken,NJ,Elizabeth,420-34 Rte 1 N,9/22/2022 14:02,-74.21151,40.654102,9/22/2022 17:00
working,NY,New York,608 West 207th Street,9/22/2022 14:03,-73.921301,40.867396,9/22/2022 17:00
broken,NJ,Newark,915 18th Ave,9/22/2022 14:02,-74.225128,40.738201,9/22/2022 17:00
working,NY,Whitestone,160-11 Willets Point Blvd,9/22/2022 14:02,-73.802307,40.780651,9/22/2022 17:00
working,NY,Bronx,36 W Fordham Rd,9/22/2022 14:02,-73.902859,40.86255,9/22/2022 17:00
working,NJ,Bloomfield,425 Broad Street Ctr,9/22/2022 14:03,-74.191978,40.808098,9/22/2022 17:00
working,NY,Jamaica,181-25 Hillside Avenue,9/22/2022 14:02,-73.781204,40.713558,9/22/2022 17:00
working,NJ,Hackensack,193 Essex,9/22/2022 14:02,-74.052797,40.879608,9/22/2022 17:00
working,NJ,Garfield,180 Passaic St,9/22/2022 14:02,-74.100798,40.867629,9/22/2022 17:00
working,NY,Bronx,2505 Southern Blvd,9/22/2022 14:03,-73.881203,40.856411,9/22/2022 17:00
working,NY,Bronx,372 E Fordham Rd,9/22/2022 14:02,-73.892471,40.861685,9/22/2022 17:00
working,NY,Bronx,2630 Jerome Ave,9/22/2022 14:02,-73.897368,40.866985,9/22/2022 17:00
working,NJ,Hillside,Rt 22 & Long Ave,9/22/2022 14:02,-74.236176,40.69899,9/22/2022 17:00
working,NJ,Orange,145-147 Main St,9/22/2022 14:03,-74.224899,40.770435,9/22/2022 17:00
inactive,NY,Jamaica,Jfk Airport Terminal 8,6/8/2022 19:17,-73.790557,40.647365,9/22/2022 17:00
working,NY,Jamaica,166-01 Baisley Boulevard,9/22/2022 14:02,-73.77726,40.680161,9/22/2022 17:00
working,NJ,Passaic,15-31 Central Ave,9/22/2022 14:02,-74.127991,40.863605,9/22/2022 17:00
working,NY,Bronx,2170 White Plains Rd,9/22/2022 14:03,-73.867477,40.855529,9/22/2022 17:00
working,NY,New York,16 Westchester Square,9/22/2022 14:02,-73.843681,40.840374,9/22/2022 17:00
broken,NY,Bayside,203-11 Northern Blvd,9/22/2022 14:02,-73.779793,40.757866,9/22/2022 17:00
working,NY,Jamaica,Jfk Airport Terminal 1,9/22/2022 14:02,-73.790371,40.643004,9/22/2022 17:00
working,NJ,Hackensack,343 River St,9/22/2022 14:03,-74.039131,40.888802,9/22/2022 17:00
working,NY,Bronx,1515 Williamsbridge Rd,9/22/2022 14:02,-73.846611,40.844517,9/22/2022 17:00
working,NY,Bronx,3660 E Tremont Ave,9/22/2022 14:02,-73.823677,40.827599,9/22/2022 17:00
inactive,NJ,Bloomfield,1339 Broad Street,8/31/2022 22:51,-74.181012,40.836431,9/22/2022 17:00
working,NJ,Passaic,90 Dayton Avenue,9/22/2022 14:03,-74.121183,40.873789,9/22/2022 17:00
working,NY,Bronx,1826 Eastchester Rd,9/22/2022 14:02,-73.844551,40.849461,9/22/2022 17:00
working,NY,Jamaica,Jfk Terminal 4,9/22/2022 14:02,-73.781969,40.643259,9/22/2022 17:00
working,NY,Jamaica,166-05 Rockaway Blvd,9/22/2022 14:02,-73.773834,40.660133,9/22/2022 17:00
inactive,NJ,Englewood,41/43 W Palisade Ave,9/22/2022 14:03,-73.976669,40.895351,9/22/2022 17:00
working,NY,Bronx,2516 White Plains Rd,9/22/2022 14:02,-73.867035,40.864037,9/22/2022 17:00
working,NY,Hollis,204-11 Hillside Ave,9/22/2022 14:02,-73.761147,40.720814,9/22/2022 17:00
working,NY,Bronx,300 E 204th St,9/22/2022 14:02,-73.878677,40.872894,9/22/2022 17:00
inactive,NJ,Union,Vauxhall Plaza,9/16/2022 3:52,-74.251917,40.698372,9/22/2022 17:00
working,NY,Bronx,5765 Broadway,9/22/2022 14:02,-73.901711,40.884045,9/22/2022 17:00
working,NY,Rockaway Beach,91-18 Beach Channel Dr,9/22/2022 14:02,-73.816948,40.588921,9/22/2022 17:00
working,NJ,Saddle Brook,Rt 46 Saddle Brk Mall,9/22/2022 14:02,-74.094254,40.890358,9/22/2022 17:00
working,NY,Bronx,3509 Webster Avenue,9/22/2022 14:02,-73.871674,40.879181,9/22/2022 17:00
working,NY,Springfield Gardens,221-12 So Conduit Ave,9/22/2022 14:02,-73.756142,40.66523,9/22/2022 17:00
working,NY,Staten Island,3267 Richmond Ave,9/22/2022 14:02,-74.168177,40.559681,9/22/2022 17:00
working,NY,Bronx,1212 E Gun Hill Rd,9/22/2022 14:02,-73.852303,40.872612,9/22/2022 17:00
broken,NY,Queens Village,88-14 Springfield Blvd,9/22/2022 14:02,-73.744415,40.729198,9/22/2022 17:00
working,NY,Cambria Heights,216-07 Linden Blvd,9/22/2022 14:02,-73.743118,40.696632,9/22/2022 17:00
working,NJ,River Edge,1118 Main St,9/22/2022 14:02,-74.034782,40.912445,9/22/2022 17:00
working,NJ,Linden,107 W Edgar Rd,9/22/2022 14:02,-74.244339,40.624821,9/22/2022 17:00
working,NJ,Bergenfield,326 S Washington Ave,9/22/2022 14:02,-73.997433,40.916799,9/22/2022 17:00
working,NJ,Roselle Park,100-108 Westfield Ave,9/22/2022 14:02,-74.267235,40.660908,9/22/2022 17:00
broken,NY,Bronx,2010 Bartow Ave,9/22/2022 14:02,-73.830562,40.868726,9/22/2022 17:00
working,NJ,Roselle,251 Saint George Ave,9/22/2022 14:02,-74.261337,40.641243,9/22/2022 17:00
working,NJ,Paterson,265 Crooks Ave,9/22/2022 14:02,-74.148262,40.891125,9/22/2022 17:00
working,NJ,Carteret,835 Roosevelt Ave,9/22/2022 14:02,-74.229553,40.590958,9/22/2022 17:00
working,NJ,Paramus,1 Garden State Plaza,9/22/2022 14:02,-74.075512,40.916378,9/22/2022 17:00
working,NY,Little Neck,250-01 Northern Blvd,9/22/2022 14:02,-73.737518,40.768887,9/22/2022 17:00
inactive,NY,Bronx,4174 White Plains Rd,9/22/2022 14:02,-73.857473,40.892779,9/22/2022 17:00
working,NY,Rosedale,244-10 Merrick Blvd,9/22/2022 14:02,-73.728973,40.673912,9/22/2022 17:00
broken,NJ,Little Falls,405 Us Hwy 46 East,9/22/2022 14:02,-74.19487,40.872429,9/22/2022 17:00
working,NJ,West Orange,573 Northfield Ave,9/22/2022 14:02,-74.281754,40.770161,9/22/2022 17:00
working,NY,Far Rockaway,2141 Mott Ave,9/22/2022 14:02,-73.755112,40.605076,9/22/2022 17:00
working,NJ,Paterson,835 Market St,9/22/2022 14:02,-74.145996,40.905056,9/22/2022 17:00
working,NY,Bronx,3550 Conner St,9/22/2022 14:02,-73.826889,40.885616,9/22/2022 17:00
working,NJ,Union,2404 Us 22,9/22/2022 14:02,-74.295113,40.689709,9/22/2022 17:00
working,NJ,Rahway,2024 Rt 1 S,9/22/2022 14:02,-74.261497,40.607571,9/22/2022 17:00
working,NY,Lawrence,365 Rockaway Tpke,9/22/2022 14:02,-73.737396,40.627853,9/22/2022 17:00
working,NY,Glen Oaks,256-03 Union Turnpike,9/22/2022 14:02,-73.715129,40.745591,9/22/2022 17:00
working,NY,Bronx,724 E 241st St,9/22/2022 14:02,-73.849564,40.902653,9/22/2022 17:00
