status,state,city,street,last_checked,longitude,latitude,scraped_datetime
inactive,NY,New York,160 Broadway,2021-07-11 04:57:03,-74.010086,40.709438,2022-09-23 12:00:03
inactive,NY,New York,167 Chambers St (303 Greenwich St),2021-07-11 04:57:03,-74.010736,40.716366,2022-09-23 12:00:03
inactive,NY,New York,262 Canal St,2021-07-11 04:57:03,-74.001052,40.718587,2022-09-23 12:00:03
inactive,NY,New York,213 Madison Street,2021-01-05 05:57:03,-73.989226,40.712839,2022-09-23 12:00:03
working,NY,New York,114 Delancey St,2022-09-23 08:55:03,-73.988281,40.71883,2022-09-23 12:00:03
working,NY,New York,208 Varick St,2022-09-23 08:55:03,-74.00509,40.728794,2022-09-23 12:00:03
inactive,NY,New York,136 W 3rd St,2022-08-18 06:16:03,-74.001076,40.730804,2022-09-23 12:00:03
working,NY,New York,724 Broadway,2022-09-23 08:55:03,-73.993408,40.729197,2022-09-23 12:00:03
working,NY,New York,102 1st Ave,2022-09-23 08:55:03,-73.985855,40.726555,2022-09-23 12:00:03
working,NY,Brooklyn,82 Court St,2022-09-23 08:55:03,-73.991692,40.691383,2022-09-23 12:00:03
working,NY,New York,404 E 14th St,2022-09-23 08:55:03,-73.982277,40.731014,2022-09-23 12:00:03
working,NY,New York,541 6th Ave,2022-09-23 08:55:03,-73.996726,40.737864,2022-09-23 12:00:03
inactive,NY,Brooklyn,420 Fulton St,2022-09-03 05:00:03,-73.986206,40.690838,2022-09-23 12:00:03
broken,NY,New York,39 Union Square W,2022-09-23 08:55:03,-73.990517,40.736977,2022-09-23 12:00:03
working,NJ,Jersey City,30 Mall Dr W,2022-09-23 08:55:03,-74.0387,40.726501,2022-09-23 12:00:03
broken,NJ,Jersey City,325 Grove St,2022-09-23 08:55:03,-74.043057,40.719843,2022-09-23 12:00:03
working,NY,Brooklyn,395 Flatbush Ave Exten,2022-09-23 08:55:03,-73.98067,40.688963,2022-09-23 12:00:03
working,NY,New York,686 6th Ave,2022-09-23 08:55:03,-73.993286,40.741928,2022-09-23 12:00:03
working,NY,New York,26 E 23rd St,2022-09-23 08:55:03,-73.987856,40.740654,2022-09-23 12:00:03
working,NY,New York,336 E 23rd St,2022-09-23 08:55:03,-73.979165,40.736945,2022-09-23 12:00:03
working,NJ,Jersey City,197 12th St,2022-09-23 08:55:03,-74.0426,40.729858,2022-09-23 12:00:03
working,NJ,Hoboken,234 Washington St,2022-09-23 08:55:03,-74.030396,40.739906,2022-09-23 12:00:03
working,NY,New York,401 Park Ave S,2022-09-23 08:55:03,-73.98393,40.743156,2022-09-23 12:00:03
working,NY,Manhattan,809/811 6th Ave/28th,2022-09-23 08:55:03,-73.990845,40.745995,2022-09-23 12:00:03
working,NY,Manhattan,335 8th Ave,2022-09-23 08:55:03,-73.997088,40.747569,2022-09-23 12:00:03
working,NY,Brooklyn,267 Broadway,2022-09-23 08:55:03,-73.959017,40.70893,2022-09-23 12:00:03
broken,NJ,Jersey City,428 Grand St,2022-09-23 08:55:03,-74.053314,40.717419,2022-09-23 12:00:03
broken,NY,New York,480 3rd Ave,2022-09-23 08:55:03,-73.978949,40.744904,2022-09-23 12:00:03
working,NY,New York,429 7th Ave,2022-09-23 08:55:03,-73.990724,40.750544,2022-09-23 12:00:03
working,NY,Brooklyn,357 Hamilton Ave,2022-09-23 08:55:03,-73.999161,40.673519,2022-09-23 12:00:03
working,NY,New York,151 West 34th Street,2022-09-23 08:55:03,-73.989538,40.750779,2022-09-23 12:00:03
working,NY,New York,972 6th Ave,2022-09-23 08:55:03,-73.986819,40.750816,2022-09-23 12:00:03
working,NY,Manhattan,490 8th Ave,2022-09-23 08:55:03,-73.993004,40.75251,2022-09-23 12:00:03
working,NY,Brooklyn,904 Manhattan Ave,2022-09-23 08:55:03,-73.954109,40.730389,2022-09-23 12:00:03
working,NY,Brooklyn,840 Atlantic Ave,2022-09-23 08:55:03,-73.966927,40.681351,2022-09-23 12:00:03
working,NY,New York,556 7th Ave,2022-09-23 08:55:03,-73.988188,40.754673,2022-09-23 12:00:03
working,NY,New York,18 E 42nd St,2022-09-23 08:55:03,-73.98028,40.753042,2022-09-23 12:00:03
working,NY,Brooklyn,289 9th St,2022-09-23 08:55:03,-73.986854,40.669625,2022-09-23 12:00:03
working,NJ,Jersey City,260 Central Ave,2022-09-23 08:55:03,-74.05078,40.743783,2022-09-23 12:00:03
working,NY,New York,688 8th Ave Frnt 1,2022-09-23 08:55:03,-73.988945,40.758118,2022-09-23 12:00:03
working,NY,New York,1528 Broadway,2022-09-23 08:55:03,-73.985452,40.757385,2022-09-23 12:00:03
broken,NY,Brooklyn,741 Grand St,2022-09-23 08:55:03,-73.943154,40.711849,2022-09-23 12:00:03
broken,NJ,Jersey City,2873 John F Kennedy Blvd,2022-09-23 08:55:03,-74.06469,40.731762,2022-09-23 12:00:03
working,NY,Manhattan,14 E 47th St,2022-09-23 08:55:03,-73.977799,40.756223,2022-09-23 12:00:03
working,NY,New York,1188 6th Ave,2022-09-23 08:55:03,-73.98185,40.757629,2022-09-23 12:00:03
broken,NY,Brooklyn,700 Broadway,2022-09-23 08:55:03,-73.943489,40.701332,2022-09-23 12:00:03
working,NY,Brooklyn,652 Meeker Ave,2022-09-23 08:55:03,-73.940483,40.72208,2022-09-23 12:00:03
working,NY,New York,824 3rd Avenue 50th St,2022-09-23 08:55:03,-73.970751,40.756163,2022-09-23 12:00:03
working,NY,Manhattan,1651 Broadway,2022-09-23 08:55:03,-73.983757,40.762244,2022-09-23 12:00:03
working,NJ,Jersey City,737 Secaucus Rd,2022-09-23 08:55:03,-74.044594,40.756408,2022-09-23 12:00:03
working,NY,Brooklyn,1275 Fulton Steet,2022-09-23 08:55:03,-73.95034,40.680573,2022-09-23 12:00:03
working,NJ,Jersey City,390 Martin Luther King Drive,2022-09-23 08:55:03,-74.078182,40.711435,2022-09-23 12:00:03
working,NY,New York,946 8th Ave,2022-09-23 08:55:03,-73.983273,40.765877,2022-09-23 12:00:03
broken,NY,New York,966 3rd Ave,2022-09-23 08:55:03,-73.967323,40.760838,2022-09-23 12:00:03
working,NY,Brooklyn,968 4th Ave,2022-09-23 08:55:03,-74.005402,40.653751,2022-09-23 12:00:03
working,NY,Brooklyn,1531 Fulton St,2022-09-23 08:55:03,-73.940102,40.680096,2022-09-23 12:00:03
working,NY,Brooklyn,57 Empire Blvd,2022-09-23 08:55:03,-73.959984,40.663731,2022-09-23 12:00:03
working,NJ,Jersey City,891 Cummunipaw Ave,2022-09-23 08:55:03,-74.084831,40.722092,2022-09-23 12:00:03
working,NY,New York,1286 1st Ave,2022-09-23 08:55:03,-73.957161,40.765888,2022-09-23 12:00:03
working,NJ,Union City,3215 Kennedy Blvd,2022-09-23 08:55:03,-74.031746,40.77544,2022-09-23 12:00:03
working,NY,Brooklyn,428 Knickerbocker Ave,2022-09-23 08:55:03,-73.919655,40.699417,2022-09-23 12:00:03
working,NY,Brooklyn,180 Parkside Ave,2022-09-23 08:55:03,-73.96169,40.654762,2022-09-23 12:00:03
working,NY,Long Island City,33-80 Queens Blvd,2022-09-23 08:55:03,-73.926903,40.74366,2022-09-23 12:00:03
broken,NY,New York,2049 Broadway,2022-09-23 08:55:03,-73.982472,40.777901,2022-09-23 12:00:03
working,NY,Brooklyn,1380 Broadway,2022-09-23 08:55:03,-73.921887,40.689106,2022-09-23 12:00:03
inactive,NY,Brooklyn,5121 5th Ave,2022-08-29 05:22:03,-74.011246,40.644005,2022-09-23 12:00:03
working,NY,Brooklyn,3525 Fort Hamilton Pky,2022-09-23 08:55:03,-73.987686,40.644569,2022-09-23 12:00:03
working,NY,Brooklyn,1133 Eastern Parkway,2022-09-23 08:55:03,-73.930779,40.669163,2022-09-23 12:00:03
working,NY,Brooklyn,1883 Atlantic Avenue,2022-09-23 08:55:03,-73.922554,40.677324,2022-09-23 12:00:03
inactive,NY,Ridgewood,54-29 Metropolitan Ave,2021-07-10 16:31:03,-73.909698,40.713337,2022-09-23 12:00:03
inactive,NJ,West New York,5400 Bergenline Ave,2021-07-10 16:31:03,-74.018883,40.785122,2022-09-23 12:00:03
inactive,NY,Ridgewood,54-04 Myrtle Ave,2021-07-10 16:31:03,-73.910468,40.699519,2022-09-23 12:00:03
inactive,NY,Brooklyn,943 Flatbush Ave,2021-07-10 16:31:03,-73.958168,40.648705,2022-09-23 12:00:03
working,NJ,Bayonne,157 W 63rd St,2022-09-23 11:59:03,-74.102867,40.694359,2022-09-23 12:00:03
working,NY,New York,1499 3rd Ave,2022-09-23 11:58:03,-73.954515,40.777789,2022-09-23 12:00:03
working,NY,Maspeth,59-60 55th Road,2022-09-23 11:59:03,-73.9067,40.726299,2022-09-23 12:00:03
working,NY,Long Island City,3255 31st St,2022-09-23 11:59:03,-73.926186,40.760616,2022-09-23 12:00:03
working,NY,Long Island City,3146 21st St,2022-09-23 11:59:03,-73.930984,40.766312,2022-09-23 12:00:03
working,NY,Brooklyn,701 Utica Ave,2022-09-23 11:58:03,-73.930542,40.656101,2022-09-23 12:00:03
working,NY,Brooklyn,7124 3rd Ave,2022-09-23 11:59:03,-74.027039,40.633682,2022-09-23 12:00:03
working,NY,Astoria,31-67 Steinway St,2022-09-23 11:59:03,-73.918343,40.759495,2022-09-23 12:00:03
working,NY,Brooklyn,880 Coney Island Avenue,2022-09-23 11:59:03,-73.968124,40.635811,2022-09-23 12:00:03
working,NY,Brooklyn,1642 Pitkin Ave,2022-09-23 11:58:03,-73.912406,40.669307,2022-09-23 12:00:03
working,NY,Woodside,51-35 Northern Blvd,2022-09-23 11:59:03,-73.908358,40.75348,2022-09-23 12:00:03
working,NY,New York,1871 2nd Ave,2022-09-23 11:59:03,-73.947028,40.784657,2022-09-23 12:00:03
working,NJ,Secaucus,400 Park Place,2022-09-23 11:59:03,-74.042412,40.792986,2022-09-23 12:00:03
working,NY,New York,2549 Broadway,2022-09-23 11:58:03,-73.972343,40.794389,2022-09-23 12:00:03
broken,NY,Brooklyn,5707-13 Church Ave,2022-09-23 11:59:03,-73.923203,40.652718,2022-09-23 12:00:03
working,NY,Brooklyn,15 Jamaica Ave,2022-09-23 11:59:03,-73.897746,40.677548,2022-09-23 12:00:03
working,NY,New York,1872 3rd Ave,2022-09-23 11:59:03,-73.946077,40.789984,2022-09-23 12:00:03
working,NY,Brooklyn,2154 Nostrand Ave,2022-09-23 11:58:03,-73.947781,40.632336,2022-09-23 12:00:03
broken,NY,New York,2726 Broadway,2022-09-23 11:59:03,-73.967846,40.800014,2022-09-23 12:00:03
broken,NY,Brooklyn,430 86th St,2022-09-23 11:59:03,-74.027731,40.622159,2022-09-23 12:00:03
working,NY,New York,5804 Claredon Rd,2022-09-23 11:59:03,-73.9217,40.644669,2022-09-23 12:00:03
working,NJ,North Bergen,8101 Tonnelle Ave,2022-09-23 11:58:03,-74.016922,40.806927,2022-09-23 12:00:03
working,NY,Astoria,22 50 31st St,2022-09-23 11:59:03,-73.912183,40.77512,2022-09-23 12:00:03
working,NY,Brooklyn,2800 Atlantic Ave,2022-09-23 11:59:03,-73.890678,40.676235,2022-09-23 12:00:03
working,NY,Glendale,70-02 Cooper Ave,2022-09-23 11:59:03,-73.880272,40.701706,2022-09-23 12:00:03
working,NY,Elmhurst,80-03 Queens Blvd,2022-09-23 11:58:03,-73.883179,40.738327,2022-09-23 12:00:03
working,NJ,Bayonne,537 Broadway,2022-09-23 11:59:03,-74.11721,40.665562,2022-09-23 12:00:03
working,NY,Staten Island,501 Bay St,2022-09-23 11:59:03,-74.076324,40.629929,2022-09-23 12:00:03
working,NY,Jackson Heights,37-59 82nd St,2022-09-23 11:59:03,-73.883865,40.748062,2022-09-23 12:00:03
broken,NY,New York,2142 3rd Ave,2022-09-23 11:58:03,-73.939789,40.798618,2022-09-23 12:00:03
working,NY,Brooklyn,1656 Utica Ave,2022-09-23 11:59:03,-73.92865,40.63208,2022-09-23 12:00:03
working,NY,Brooklyn,6620 Bay Pky,2022-09-23 11:59:03,-73.982658,40.612892,2022-09-23 12:00:03
working,NY,Brooklyn,3143 Atlantic Ave,2022-09-23 11:59:03,-73.879116,40.679871,2022-09-23 12:00:03
broken,NJ,Edgewater,River Road,2022-09-23 11:58:03,-73.983818,40.813576,2022-09-23 12:00:03
working,NY,Brooklyn,819 Pennsylvania Ave,2022-09-23 11:59:03,-73.889664,40.657864,2022-09-23 12:00:03
broken,NY,Brooklyn,7602 Flatlands Ave,2022-09-23 11:59:03,-73.915535,40.633762,2022-09-23 12:00:03
working,NY,Brooklyn,1467 Rockaway Pky,2022-09-23 11:59:03,-73.90126,40.644558,2022-09-23 12:00:03
working,NY,New York,148 W 125th Street,2022-09-23 11:58:03,-73.947756,40.808569,2022-09-23 12:00:03
inactive,NY,New York,125th St & Lexington Ave,2021-10-24 08:17:03,-73.937147,40.80447,2022-09-23 12:00:03
inactive,NY,New York,354 W 125th St,2022-09-23 11:59:03,-73.953039,40.81078,2022-09-23 12:00:03
broken,NJ,Fairview,289 Bergen Blvd,2022-09-23 11:59:03,-74.001562,40.818687,2022-09-23 12:00:03
broken,NY,East Elmhurst,88-05 Astoria Blvd,2022-09-23 11:58:03,-73.880943,40.764374,2022-09-23 12:00:03
working,NY,Brooklyn,1983 86th St,2022-09-23 11:58:03,-73.99826,40.604786,2022-09-23 12:00:03
working,NY,Corona,37-19 Junction Blvd,2022-09-23 11:59:03,-73.870372,40.751065,2022-09-23 12:00:03
broken,NY,New York,444 Lenox Ave,2022-09-23 11:59:03,-73.94178,40.812233,2022-09-23 12:00:03
broken,NY,Bronx,85 Bruckner Blvd,2022-09-23 11:58:03,-73.925667,40.80632,2022-09-23 12:00:03
working,NY,Brooklyn,2240 Flatbush Ave,2022-09-23 11:58:03,-73.92897,40.615036,2022-09-23 12:00:03
working,NY,Brooklyn,2413 86th Street,2022-09-23 11:59:03,-73.989006,40.599335,2022-09-23 12:00:03
working,NY,Ozone Park,75-50 101st Ave-Queens,2022-09-23 11:59:03,-73.861717,40.679531,2022-09-23 12:00:03
inactive,NY,Corona,40-12 National St,2022-09-23 11:58:03,-73.863008,40.749525,2022-09-23 12:00:03
working,NY,Forest Hills,98-01 Metropolitan Ave,2022-09-23 11:58:03,-73.854439,40.711269,2022-09-23 12:00:03
working,NY,New York,139th & Adam Clayton Powell,2022-09-23 11:59:03,-73.94136,40.817932,2022-09-23 12:00:03
inactive,NY,New York,3410 Broadway 138th St,2022-06-30 03:49:03,-73.953332,40.822008,2022-09-23 12:00:03
working,NJ,Newark,148 Ferry St,2022-09-23 11:58:03,-74.158821,40.72956,2022-09-23 12:00:03
working,NY,Woodhaven,91-01 Jamaica Avenue,2022-09-23 11:58:03,-73.853741,40.693196,2022-09-23 12:00:03
working,NY,Staten Island,803 Forest Ave,2022-09-23 11:59:03,-74.115868,40.629318,2022-09-23 12:00:03
working,NY,Brooklyn,2797 Linden Blvd,2022-09-23 11:59:03,-73.860352,40.670147,2022-09-23 12:00:03
working,NY,Brooklyn,2028 Rockaway Pky,2022-09-23 11:58:03,-73.889877,40.633153,2022-09-23 12:00:03
working,NY,Brooklyn,2410 Coney Island Ave,2022-09-23 11:58:03,-73.961494,40.598076,2022-09-23 12:00:03
broken,NY,New York,3543-49 Broadway,2022-09-23 11:59:03,-73.95063,40.826694,2022-09-23 12:00:03
working,NJ,Newark,7944 Penn Station,2022-09-23 11:59:03,-74.164231,40.734896,2022-09-23 12:00:03
working,NY,Forest Hills,106-15 71st Ave,2022-09-23 11:58:03,-73.8451,40.719994,2022-09-23 12:00:03
working,NY,Bronx,279 E 149th St,2022-09-23 11:58:03,-73.922245,40.81743,2022-09-23 12:00:03
working,NY,Bronx,597-99 Grand Concourse,2022-09-23 11:59:03,-73.927055,40.819809,2022-09-23 12:00:03
working,NY,Bronx,2870 3rd Ave,2022-09-23 11:59:03,-73.917053,40.816261,2022-09-23 12:00:03
working,NY,Brooklyn,35-40 Nostrand Ave,2022-09-23 11:58:03,-73.941605,40.597485,2022-09-23 12:00:03
working,NJ,Newark,561-575 Mccarter Hwy,2022-09-23 11:58:03,-74.173218,40.726685,2022-09-23 12:00:03
inactive,NJ,Newark,772 Broad St,2022-06-16 07:03:03,-74.171631,40.735973,2022-09-23 12:00:03
working,NY,Bronx,51-67 161st St,2022-09-23 11:59:03,-73.92535,40.827963,2022-09-23 12:00:03
working,NY,New York,3809 Broadway,2022-09-23 11:58:03,-73.944335,40.835319,2022-09-23 12:00:03
working,NJ,Newark,621-635 Broadway,2022-09-23 11:58:03,-74.161499,40.771854,2022-09-23 12:00:03
broken,NY,New York,839 Westche Ster Avenue,2022-09-23 11:58:03,-73.901987,40.819665,2022-09-23 12:00:03
inactive,NY,Queens,120-34 Queens Blvd,2022-06-10 22:08:03,-73.829102,40.713238,2022-09-23 12:00:03
working,NJ,Newark,101-115 Clinton Ave,2022-09-23 11:58:03,-74.182365,40.725586,2022-09-23 12:00:03
working,NY,Bronx,3279 3rd Avenue,2022-09-23 11:58:03,-73.908607,40.825195,2022-09-23 12:00:03
broken,NY,Bronx,875 Garrison Ave,2022-09-23 11:58:03,-73.892563,40.816971,2022-09-23 12:00:03
broken,NY,Brooklyn,606 Neptune Ave,2022-09-23 11:58:03,-73.975105,40.579582,2022-09-23 12:00:03
broken,NY,Brooklyn,1403 Mermaid Avenue,2022-09-23 11:58:03,-73.981818,40.577218,2022-09-23 12:00:03
broken,NY,Howard Beach,159-40 Cross Bay Blvd,2022-09-23 11:58:03,-73.839958,40.657803,2022-09-23 12:00:03
working,NY,Bronx,925 Hunts Point Blvd,2022-09-23 11:58:03,-73.890866,40.820564,2022-09-23 12:00:03
working,NY,Bronx,86 E 167th St,2022-09-23 11:58:03,-73.919899,40.835136,2022-09-23 12:00:03
working,NY,New York,4040 Broadway,2022-09-23 11:58:03,-73.938972,40.842594,2022-09-23 12:00:03
working,NY,Staten Island,1815 Forest Ave,2022-09-23 11:58:03,-74.149345,40.625507,2022-09-23 12:00:03
working,NJ,Belleville,663 Washington Ave,2022-09-23 11:58:03,-74.146324,40.803307,2022-09-23 12:00:03
working,NJ,Newark,188 Springfield Avenue,2022-09-23 11:58:03,-74.187977,40.734898,2022-09-23 12:00:03
broken,NY,South Richmond Hill,119-05 Liberty Ave,2022-09-23 11:58:03,-73.823948,40.686474,2022-09-23 12:00:03
working,NY,Flushing,40-18 Main Street,2022-09-23 11:58:03,-73.830133,40.759056,2022-09-23 12:00:03
working,NY,Flushing,3001 Stratton St,2022-09-23 11:58:03,-73.834373,40.770061,2022-09-23 12:00:03
working,NJ,Newark,334 W Market St,2022-09-23 11:58:03,-74.1903,40.745361,2022-09-23 12:00:03
working,NY,Bronx,101 E 170th St,2022-09-23 11:58:03,-73.915492,40.839544,2022-09-23 12:00:03
working,NJ,Little Ferry,319 Route 46 East,2022-09-23 11:58:03,-74.044548,40.854877,2022-09-23 12:00:03
working,NY,Jamaica,138-32 Jamiaca Ave,2022-09-23 11:58:03,-73.814293,40.702316,2022-09-23 12:00:03
working,NJ,Elizabeth,819-835 North Ave,2022-09-23 11:58:03,-74.191902,40.675579,2022-09-23 12:00:03
working,NJ,Fort Lee,2152 Lemoine Avenue,2022-09-23 11:58:03,-73.966698,40.85582,2022-09-23 12:00:03
working,NY,New York,4259 Broadway,2022-09-23 11:58:03,-73.936035,40.850094,2022-09-23 12:00:03
working,NY,Flushing,72-69 Kissena Blvd,2022-09-23 11:58:03,-73.812401,40.727467,2022-09-23 12:00:03
inactive,NY,Bronx,1600 Bruckner Blvd,2021-07-10 16:37:03,-73.874687,40.82338,2022-09-23 12:00:03
inactive,NY,Bronx,1 W Mount Eden Ave,2021-07-10 16:35:03,-73.914978,40.844677,2022-09-23 12:00:03
inactive,NY,Bronx,1625 Webster Ave,2021-07-10 16:37:03,-73.904701,40.841805,2022-09-23 12:00:03
inactive,NY,College Point,138-11 20th Ave,2021-07-10 16:35:03,-73.829987,40.782024,2022-09-23 12:00:03
working,NJ,Newark,872-934 Frelinghuysen,2022-09-23 11:58:03,-74.202286,40.690105,2022-09-23 12:00:03
working,NY,Bronx,1600 Boston Rd,2022-09-23 11:58:03,-73.890648,40.835464,2022-09-23 12:00:03
working,NY,Bronx,1540 Westchester Ave,2022-09-23 11:57:03,-73.878052,40.82851,2022-09-23 12:00:03
working,NJ,Belleville,173 Franklin Street,2022-09-23 11:58:03,-74.182995,40.782503,2022-09-23 12:00:03
working,NY,Bronx,1745 University Ave,2022-09-23 11:58:03,-73.916202,40.850258,2022-09-23 12:00:03
working,NY,Staten Island,2154 Hylan Blvd,2022-09-23 11:58:03,-74.102158,40.577595,2022-09-23 12:00:03
working,NJ,Hasbrouck Heights,329 Rte 17 South,2022-09-23 11:57:03,-74.066742,40.861137,2022-09-23 12:00:03
working,NY,Jamaica,159-01 Jamaica Avenue,2022-09-23 11:58:03,-73.800079,40.703579,2022-09-23 12:00:03
working,NY,Bronx,1865 Bruckner Blvd,2022-09-23 11:58:03,-73.861679,40.826378,2022-09-23 12:00:03
working,NY,Bronx,599 E Tremont Ave,2022-09-23 11:58:03,-73.893456,40.846584,2022-09-23 12:00:03
working,NY,Staten Island,1660 Richmond Ave,2022-09-23 11:57:03,-74.162811,40.607758,2022-09-23 12:00:03
working,NY,Bronx,2065 Jerome Ave,2022-09-23 11:58:03,-73.907288,40.854321,2022-09-23 12:00:03
working,NY,Bronx,1101 E Tremont Ave,2022-09-23 11:58:03,-73.876884,40.840401,2022-09-23 12:00:03
working,NJ,Irvington,783 Springfield Ave,2022-09-23 11:58:03,-74.218002,40.728542,2022-09-23 12:00:03
working,NY,Jamaica,114-01 Sutphin Blvd,2022-09-23 11:57:03,-73.793312,40.686165,2022-09-23 12:00:03
working,NY,Manhattan,208 Dyckman St,2022-09-23 11:58:03,-73.927202,40.86508,2022-09-23 12:00:03
working,NY,Bronx,1982 Westchester Avenue,2022-09-23 11:58:03,-73.858545,40.833219,2022-09-23 12:00:03
working,NJ,East Orange,375-379 Central,2022-09-23 11:58:03,-74.21701,40.755833,2022-09-23 12:00:03
working,NJ,Elizabeth,33 Broad St,2022-09-23 11:57:03,-74.214722,40.663181,2022-09-23 12:00:03
working,NJ,Elizabeth,420-34 Rte 1 N,2022-09-23 11:58:03,-74.21151,40.654102,2022-09-23 12:00:03
working,NY,New York,608 West 207th Street,2022-09-23 11:58:03,-73.921301,40.867396,2022-09-23 12:00:03
broken,NJ,Newark,915 18th Ave,2022-09-23 11:58:03,-74.225128,40.738201,2022-09-23 12:00:03
working,NY,Whitestone,160-11 Willets Point Blvd,2022-09-23 11:57:03,-73.802307,40.780651,2022-09-23 12:00:03
working,NY,Bronx,36 W Fordham Rd,2022-09-23 11:58:03,-73.902859,40.86255,2022-09-23 12:00:03
working,NJ,Bloomfield,425 Broad Street Ctr,2022-09-23 11:58:03,-74.191978,40.808098,2022-09-23 12:00:03
working,NY,Jamaica,181-25 Hillside Avenue,2022-09-23 11:58:03,-73.781204,40.713558,2022-09-23 12:00:03
working,NJ,Hackensack,193 Essex,2022-09-23 11:57:03,-74.052797,40.879608,2022-09-23 12:00:03
working,NJ,Garfield,180 Passaic St,2022-09-23 11:58:03,-74.100798,40.867629,2022-09-23 12:00:03
working,NY,Bronx,2505 Southern Blvd,2022-09-23 11:58:03,-73.881203,40.856411,2022-09-23 12:00:03
working,NY,Bronx,372 E Fordham Rd,2022-09-23 11:58:03,-73.892471,40.861685,2022-09-23 12:00:03
working,NY,Bronx,2630 Jerome Ave,2022-09-23 11:57:03,-73.897368,40.866985,2022-09-23 12:00:03
working,NJ,Hillside,Rt 22 & Long Ave,2022-09-23 11:58:03,-74.236176,40.69899,2022-09-23 12:00:03
working,NJ,Orange,145-147 Main St,2022-09-23 11:58:03,-74.224899,40.770435,2022-09-23 12:00:03
inactive,NY,Jamaica,Jfk Airport Terminal 8,2022-06-08 19:17:03,-73.790557,40.647365,2022-09-23 12:00:03
working,NY,Jamaica,166-01 Baisley Boulevard,2022-09-23 11:57:03,-73.77726,40.680161,2022-09-23 12:00:03
working,NJ,Passaic,15-31 Central Ave,2022-09-23 11:58:03,-74.127991,40.863605,2022-09-23 12:00:03
working,NY,Bronx,2170 White Plains Rd,2022-09-23 11:58:03,-73.867477,40.855529,2022-09-23 12:00:03
working,NY,New York,16 Westchester Square,2022-09-23 11:57:03,-73.843681,40.840374,2022-09-23 12:00:03
broken,NY,Bayside,203-11 Northern Blvd,2022-09-23 11:57:03,-73.779793,40.757866,2022-09-23 12:00:03
working,NY,Jamaica,Jfk Airport Terminal 1,2022-09-23 11:57:03,-73.790371,40.643004,2022-09-23 12:00:03
working,NJ,Hackensack,343 River St,2022-09-23 11:58:03,-74.039131,40.888802,2022-09-23 12:00:03
working,NY,Bronx,1515 Williamsbridge Rd,2022-09-23 11:57:03,-73.846611,40.844517,2022-09-23 12:00:03
working,NY,Bronx,3660 E Tremont Ave,2022-09-23 11:57:03,-73.823677,40.827599,2022-09-23 12:00:03
inactive,NJ,Bloomfield,1339 Broad Street,2022-08-31 22:51:03,-74.181012,40.836431,2022-09-23 12:00:03
working,NJ,Passaic,90 Dayton Avenue,2022-09-23 11:58:03,-74.121183,40.873789,2022-09-23 12:00:03
working,NY,Bronx,1826 Eastchester Rd,2022-09-23 11:57:03,-73.844551,40.849461,2022-09-23 12:00:03
working,NY,Jamaica,Jfk Terminal 4,2022-09-23 11:57:03,-73.781969,40.643259,2022-09-23 12:00:03
broken,NY,Jamaica,166-05 Rockaway Blvd,2022-09-23 11:57:03,-73.773834,40.660133,2022-09-23 12:00:03
inactive,NJ,Englewood,41/43 W Palisade Ave,2022-09-23 11:58:03,-73.976669,40.895351,2022-09-23 12:00:03
working,NY,Bronx,2516 White Plains Rd,2022-09-23 11:57:03,-73.867035,40.864037,2022-09-23 12:00:03
working,NY,Hollis,204-11 Hillside Ave,2022-09-23 11:57:03,-73.761147,40.720814,2022-09-23 12:00:03
working,NY,Bronx,300 E 204th St,2022-09-23 11:57:03,-73.878677,40.872894,2022-09-23 12:00:03
inactive,NJ,Union,Vauxhall Plaza,2022-09-16 03:52:03,-74.251917,40.698372,2022-09-23 12:00:03
working,NY,Bronx,5765 Broadway,2022-09-23 11:57:03,-73.901711,40.884045,2022-09-23 12:00:03
working,NY,Rockaway Beach,91-18 Beach Channel Dr,2022-09-23 11:57:03,-73.816948,40.588921,2022-09-23 12:00:03
working,NJ,Saddle Brook,Rt 46 Saddle Brk Mall,2022-09-23 11:57:03,-74.094254,40.890358,2022-09-23 12:00:03
working,NY,Bronx,3509 Webster Avenue,2022-09-23 11:57:03,-73.871674,40.879181,2022-09-23 12:00:03
working,NY,Springfield Gardens,221-12 So Conduit Ave,2022-09-23 11:57:03,-73.756142,40.66523,2022-09-23 12:00:03
working,NY,Staten Island,3267 Richmond Ave,2022-09-23 11:57:03,-74.168177,40.559681,2022-09-23 12:00:03
working,NY,Bronx,1212 E Gun Hill Rd,2022-09-23 11:57:03,-73.852303,40.872612,2022-09-23 12:00:03
working,NY,Queens Village,88-14 Springfield Blvd,2022-09-23 11:57:03,-73.744415,40.729198,2022-09-23 12:00:03
working,NY,Cambria Heights,216-07 Linden Blvd,2022-09-23 11:57:03,-73.743118,40.696632,2022-09-23 12:00:03
working,NJ,River Edge,1118 Main St,2022-09-23 11:57:03,-74.034782,40.912445,2022-09-23 12:00:03
working,NJ,Linden,107 W Edgar Rd,2022-09-23 11:57:03,-74.244339,40.624821,2022-09-23 12:00:03
working,NJ,Bergenfield,326 S Washington Ave,2022-09-23 11:57:03,-73.997433,40.916799,2022-09-23 12:00:03
working,NJ,Roselle Park,100-108 Westfield Ave,2022-09-23 11:57:03,-74.267235,40.660908,2022-09-23 12:00:03
